,season,episode,Rating,Name,Date,Text,Useful
1,9,7,8,vivianla,27 February 2021,David Wallace calls saying there is a potential new client. Whitepages. They need a paper supplier. Dwight is assigned to secure the sale.Turns out it is Jan who is the client.Angela is concerned her husband might be having an affair and goes with Oscar to spy on him in the gym. Angela sees the hot fit blonde he is with but Oscar sees the guy and is concerned about him knowing the senator is gay.,4/4
2,9,7,1,tclark_56,7 February 2020,"Why did they bother bringing this guy in as a ""new guy"" when they are just dishing him up to Jan for most of the rest of the season. Silliness, and the storylines in this season have just gone bad.... thanks for turning Jim and Pam into a bad motif of marriage in this century....",7/32
3,9,7,9,gops-s21,17 November 2012,"I don't get it. Am i the only one who's enjoying this season? I mean come on! I don't know what's gotten into the critics..! This was the best episode of this season yet. For me this is the episode where the little story arcs start to develop fully. Of course it isn't as great as Season 1-7.. thats because there's no Michael in it. But i think critics should stop whining about it and move on.I really liked how they are exploiting Dwight. And the Oscar-Senator affair is just getting deliciously complicated. It's more like a nod to the Dwight-Angela affair when she was engaged to Andy in one of the previous Seasons. So what happened to Andy is sort of happening to her. :) There were some really good funny lines like when Pam says, ""I used to watch Pulp fiction and laugh, now I'm like, 'that poor gimp is somebody's child!' ""... :) Very good episode. Please do not stop watching because of the critics. Just trust yourselves and enjoy. :)",57/66
4,9,7,9,jelanielove,15 September 2020,I don't understand why so many people hate season 8 and 9. These episodes are so funny and yeah it's missing Michael but the other characters make the show just as funny. I love they brought jan back on this episode. She hasn't changed at all! This show is perfect for watching when you need cheering up which we could all use a little bit of this year.,6/14
0,9,9,10,ComedyFan2010,12 February 2019,"Dwight makes a Pennsylvanian Dutch Christmas party.A Dwight Christmas, of course it is hilarious. Loved his costume, the whole ""impish"" thing, especially with Jim and Schwarzer Pete. The rest were also at their best. Angela wanting her name removed from the party, Toby telling about his jury duty and Darryl getting all drunk",18/21
1,9,9,8,vivianla,28 February 2021,Dwight wants to do Christmas his family's style. Everyone forgot there should be a party so they go along with it.Darryl is upset that Jim forgot to ask him about going to Philadelphia with him.Toby tells the British woman about the Scranton Strangler and how he was on the jury. She gives him a kiss in the end and Tony takes off his glasses and goes for another kiss.,0/4
2,9,9,10,samratsingraur,5 November 2020,"Such a great episode. Dwight being that southern scary Belsnickle playing naughty or nice, seemed to be a fantastic Christmas after all. On the other hand Toby connecting with someone for the first time and Pete improvising Die Hard for Erin were also a treat to the episode. Anyways the thing that was most lovely about this episode was definitely the fact that Dwight and Jim care about each other. I mean, Dwight actually feels lonely without Jim being around whether be in pranks or support. We realised that again, when Dwight cancelled his plans for Christmas and then hugged Jim when he realised he can do whatever the hell he wants. And of course Darryl falling at the end was a blast.",16/18
3,9,9,10,oliverjuegajuegos,15 July 2020,"So funny, I love so much this episdose, the last christmast of the office, so sad, I hope to see Michael",27/30
4,9,9,10,hasibf-30138,8 March 2021,Oh man i just loved it . It was an exception . This showed us how much we are eager to to get an appreciation from our beloved ones. That was so emotional. loved it & loved it,1/5
0,9,11,9,ComedyFan2010,13 February 2019,Dwight and Clark pretend to be father and son to make a sale.Great episode! The whole sales interview of Dwight and Clark is awesome. Especially when Dwight realizes that they shouldn't get along and Clark who wasn't in the room misses it. Darryl's interview was also good. His face when he saw that he killed the fish! And the rest of the office also gave us some laughs tearing down the carpet from the floor.,8/11
1,9,11,6,Misha0809,17 February 2022,... always acting so jealous and like a baby. I am so sick of it.Team Jim.I hope he will just keep do what he loves. And I am happy that Darryl got the job.I do not know why Pam acts weird around not living in Scranton. Philly is a big city.,0/1
2,9,11,3,rupertwalker,16 September 2021,"Great show, exceedingly poor episode. Mostly because of the Jim/Pam/Daryl side of the episode. Patronising to the viewer and extremely dry. Yet another cascade of filler content. And yup, Pam's jealousy of Daryl is so out of character. Just a build-up to the ""tension"" in Jim and Pam's relationship.Oh actually now I think about it, the Nespresso product placement was overt and unforgivable. What made it worse was the content they built from it, just a bunch of people drinking too much coffee. That's not how people are with too much coffee. Exhausting, and no, not because I drank too much coffee, my energy levels crashed from too much poor episode.The Dwight/Clarke bit was pretty funny. Dwight always delivers.",1/6
3,9,11,8,conorlawrenson,25 June 2019,Storylines were pretty good with one magical moment. When that moment happened you'll know!,8/16
4,9,11,4,corraditto,29 July 2020,"Half the episode was about employees drinking coffee from a new Nespresso machine, it was very unnatural, not funny at all. It was like Truman's wife advertising kitchen items.",8/20
0,9,13,9,ComedyFan2010,14 February 2019,Dwight is hiring a substitute for Jim.Of course with Dwight being the main guy in this character this episode is awesome. I loved all his candidates for the job. The interviews were hilarious. Too bad they didn't take it will that he didn't hire anyone. Pam wanting to make him feel better by suggesting to pull a prank on Clark also resulted in a wonderful scene!,13/20
